DATA INCENDI,CODI COMARCA,COMARCA,CODI MUNICIPI,TERMEMUNIC,HAARBRADES,HANOARBRAD,HANOFOREST,HAFORESTAL,LOCALITZACIO,LATITUD,LONGITUD
27/04/2011,33,Segrià,251207,Lleida,0.0,0.1,0.0,0.1,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
28/04/2011,1,Alt Camp,430831,"Milà, el",0.0,0.04,0.0,0.04,"Milà, el, Alt Camp, Catalunya",41.2507039,1.2019841
01/05/2011,13,Barcelonès,80193,Barcelona,0.0,0.0,0.0,0.0,"Barcelona, Barcelonès, Catalunya",41.3825802,2.177073
03/05/2011,41,Vallès Oriental,81810,"Roca del Vallès, la",0.0,0.01,0.0,0.01,"Roca del Vallès, la, Vallès Oriental, Catalunya",41.5874771,2.3253831
03/05/2011,41,Vallès Oriental,81810,"Roca del Vallès, la",0.0,0.0,0.0,0.0,"Roca del Vallès, la, Vallès Oriental, Catalunya",41.5874771,2.3253831
04/05/2011,30,Ribera d'Ebre,431251,Riba-roja d'Ebre,0.0,0.0,0.0,0.0,"Riba-roja d'Ebre, Ribera d'Ebre, Catalunya",41.2514635,0.4855561
05/05/2011,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,8.2,0.0,8.2,"Sant Climent Sescebes, Alt Empordà, Catalunya",42.3693761,2.9802226
06/05/2011,41,Vallès Oriental,81075,Lliçà d'Amunt,0.04,0.0,0.0,0.04,"Lliçà d'Amunt, Vallès Oriental, Catalunya",41.6116458,2.2393525
06/05/2011,20,Gironès,170792,Girona,0.05,0.0,0.0,0.05,"Girona, Gironès, Catalunya",41.9793006,2.8199439
06/05/2011,12,Baix Penedès,431634,"Vendrell, el",0.0,0.02,0.0,0.02,"Vendrell, el, Baix Penedès, Catalunya",41.2208966,1.5381333
06/05/2011,41,Vallès Oriental,82107,Sant Feliu de Codines,0.0,0.0,0.0,0.0,"Sant Feliu de Codines, Vallès Oriental, Catalunya",41.6885036,2.1646769
07/05/2011,30,Ribera d'Ebre,431508,Tivissa,0.0,0.14,0.0,0.14,"Tivissa, Ribera d'Ebre, Catalunya",41.0416528,0.7331448
07/05/2011,2,Alt Empordà,171788,Sant Pere Pescador,0.0,0.0,0.0,0.0,"Sant Pere Pescador, Alt Empordà, Catalunya",42.1899836,3.0837479
08/05/2011,6,Anoia,81192,Masquefa,0.0,0.04,0.0,0.04,"Masquefa, Anoia, Catalunya",41.5026351,1.8110722
10/05/2011,2,Alt Empordà,170010,Agullana,0.0,0.01,0.0,0.01,"Agullana, Alt Empordà, Catalunya",42.3938409,2.8469168
11/05/2011,12,Baix Penedès,431634,"Vendrell, el",0.06,0.19,0.0,0.25,"Vendrell, el, Baix Penedès, Catalunya",41.2208966,1.5381333
11/05/2011,23,Noguera,250404,Balaguer,0.0,0.25,0.0,0.25,"Balaguer, Noguera, Catalunya",41.7897204,0.8054914
11/05/2011,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,9.2,0.0,9.2,"Sant Climent Sescebes, Alt Empordà, Catalunya",42.3693761,2.9802226
12/05/2011,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,9.1,0.0,9.1,"Sant Climent Sescebes, Alt Empordà, Catalunya",42.3693761,2.9802226
12/05/2011,11,Baix Llobregat,81960,Sant Andreu de la Barca,0.0,0.0,0.0,0.0,"Sant Andreu de la Barca, Baix Llobregat, Catalunya",41.4499648,1.9719416
13/05/2011,7,Bages,81825,"Pont de Vilomara i Rocafort, el",0.0,0.0,0.0,0.0,"Pont de Vilomara i Rocafort, el, Bages, Catalunya",41.7008286,1.8691118
15/05/2011,33,Segrià,251898,Rosselló,0.0,1.7,0.0,1.7,"Rosselló, Segrià, Catalunya",41.6957707,0.5960884
15/05/2011,33,Segrià,251207,Lleida,0.0,0.31,0.0,0.31,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
15/05/2011,2,Alt Empordà,171002,Masarac,0.0,0.02,0.0,0.02,"Masarac, Alt Empordà, Catalunya",42.3509939,2.9723618
17/05/2011,23,Noguera,250404,Balaguer,0.4,0.0,0.0,0.4,"Balaguer, Noguera, Catalunya",41.7897204,0.8054914
17/05/2011,9,Baix Ebre,431554,Tortosa,0.0,0.4,0.0,0.4,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
18/05/2011,33,Segrià,252043,Seròs,0.0,2.6,0.0,2.6,"Seròs, Segrià, Catalunya",41.4636665,0.4118677
18/05/2011,33,Segrià,250100,Alcanó,0.0,0.03,0.0,0.03,"Alcanó, Segrià, Catalunya",41.4807832,0.6176169
19/05/2011,40,Vallès Occidental,82798,Terrassa,0.08,0.0,0.0,0.08,"Terrassa, Vallès Occidental, Catalunya",41.5629623,2.0100492
20/05/2011,33,Segrià,251207,Lleida,0.0,0.08,0.0,0.08,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
21/05/2011,6,Anoia,82573,Santa Maria de Miralles,0.0,0.12,0.0,0.12,"Santa Maria de Miralles, Anoia, Catalunya",41.5004287,1.5282249
21/05/2011,7,Bages,80983,Sant Salvador de Guardiola,0.0,0.0,0.0,0.0,"Sant Salvador de Guardiola, Bages, Catalunya",41.6797988,1.7671087
21/05/2011,34,Selva,171030,Maçanet de la Selva,0.0,0.0,0.0,0.0,"Maçanet de la Selva, Selva, Catalunya",41.7774422,2.7309252
21/05/2011,41,Vallès Oriental,81810,"Roca del Vallès, la",0.01,0.0,0.0,0.01,"Roca del Vallès, la, Vallès Oriental, Catalunya",41.5874771,2.3253831
21/05/2011,33,Segrià,251207,Lleida,0.25,0.0,0.0,0.25,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
21/05/2011,2,Alt Empordà,172109,Ventalló,0.03,0.0,0.0,0.03,"Ventalló, Alt Empordà, Catalunya",42.1491351,3.0268953
22/05/2011,6,Anoia,82573,Santa Maria de Miralles,0.0,0.0,0.0,0.0,"Santa Maria de Miralles, Anoia, Catalunya",41.5004287,1.5282249
22/05/2011,33,Segrià,251207,Lleida,0.0,0.07,0.0,0.07,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
23/05/2011,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.05,0.0,0.05,"Sant Vicenç dels Horts, Baix Llobregat, Catalunya",41.3934193,2.0099482
23/05/2011,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,30.8,0.1,30.8,"Sant Climent Sescebes, Alt Empordà, Catalunya",42.3693761,2.9802226
23/05/2011,9,Baix Ebre,430252,Benifallet,7.28,2.48,0.0,9.76,"Benifallet, Baix Ebre, Catalunya",40.9740568,0.5157716
23/05/2011,2,Alt Empordà,171523,Roses,0.0,2.3,0.0,2.3,"Roses, Alt Empordà, Catalunya",42.2632018,3.1755328
24/05/2011,33,Segrià,251207,Lleida,0.3,0.0,0.0,0.3,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
24/05/2011,9,Baix Ebre,431554,Tortosa,0.7,0.0,0.0,0.7,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
24/05/2011,33,Segrià,251207,Lleida,0.1,0.0,0.0,0.1,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
24/05/2011,16,Conca de Barberà,431763,Vimbodí i Poblet,0.0,0.07,0.0,0.07,"Vimbodí i Poblet, Conca de Barberà, Catalunya",41.3848171,1.0491469
25/05/2011,6,Anoia,82508,Santa Margarida de Montbui,0.0,0.06,0.0,0.06,"Santa Margarida de Montbui, Anoia, Catalunya",41.5745942,1.6084538
25/05/2011,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.13,0.0,0.13,"Sant Vicenç dels Horts, Baix Llobregat, Catalunya",41.3934193,2.0099482
25/05/2011,33,Segrià,252326,Torres de Segre,0.0,0.25,0.0,0.25,"Torres de Segre, Segrià, Catalunya",41.5352381,0.5135629
26/05/2011,30,Ribera d'Ebre,430995,"Palma d'Ebre, la",0.0,0.03,0.6,0.03,"Palma d'Ebre, la, Ribera d'Ebre, Catalunya",41.29279,0.6745137
26/05/2011,18,Garrigues,250735,Cervià de les Garrigues,0.0,0.19,1.3,0.19,"Cervià de les Garrigues, Garrigues, Catalunya",41.425096,0.8603483
26/05/2011,40,Vallès Occidental,82798,Terrassa,0.0,0.0,0.0,0.0,"Terrassa, Vallès Occidental, Catalunya",41.5629623,2.0100492
26/05/2011,14,Berguedà,82687,Cercs,0.01,0.0,0.0,0.01,"Cercs, Berguedà, Catalunya",42.1463987,1.8606233
26/05/2011,25,Pallars Jussà,252154,Talarn,0.67,0.2,0.0,0.87,"Talarn, Pallars Jussà, Catalunya",42.1860349,0.8995312
26/05/2011,10,Baix Empordà,171609,Sant Feliu de Guíxols,0.25,0.0,0.0,0.25,"Sant Feliu de Guíxols, Baix Empordà, Catalunya",41.7838827,3.0283195
26/05/2011,8,Baix Camp,430094,Alforja,0.0,0.91,0.0,0.91,"Alforja, Baix Camp, Catalunya",41.2099763,0.9735531
28/05/2011,21,Maresme,81108,Malgrat de Mar,0.0,0.0,0.0,0.0,"Malgrat de Mar, Maresme, Catalunya",41.6459118,2.7414054
28/05/2011,10,Baix Empordà,170813,Gualta,0.0,0.01,0.0,0.01,"Gualta, Baix Empordà, Catalunya",42.029638,3.1037954
28/05/2011,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.18,0.0,0.18,"Sant Vicenç dels Horts, Baix Llobregat, Catalunya",41.3934193,2.0099482
28/05/2011,2,Alt Empordà,171208,Palau-saverdera,0.0,0.05,0.0,0.05,"Palau-saverdera, Alt Empordà, Catalunya",42.3076083,3.146611
28/05/2011,7,Bages,81918,Sallent,0.0,0.0,0.0,0.0,"Sallent, Bages, Catalunya",41.8259065,1.8948758
29/05/2011,16,Conca de Barberà,430862,Montblanc,0.0,0.05,0.0,0.05,"Montblanc, Conca de Barberà, Catalunya",41.3762309,1.1605628
29/05/2011,6,Anoia,82508,Santa Margarida de Montbui,0.0,0.04,0.0,0.04,"Santa Margarida de Montbui, Anoia, Catalunya",41.5745942,1.6084538
29/05/2011,29,Priorat,431140,Porrera,0.0,0.02,0.0,0.02,"Porrera, Priorat, Catalunya",41.1889652,0.8545842
29/05/2011,11,Baix Llobregat,80898,Gavà,0.0,0.05,0.0,0.05,"Gavà, Baix Llobregat, Catalunya",41.3050933,2.0063126
31/05/2011,16,Conca de Barberà,431397,Santa Coloma de Queralt,0.0,0.0,0.0,0.0,"Santa Coloma de Queralt, Conca de Barberà, Catalunya",41.5320987,1.3869146
01/06/2011,16,Conca de Barberà,431687,Vilanova de Prades,0.03,0.0,0.0,0.03,"Vilanova de Prades, Conca de Barberà, Catalunya",41.347873,0.9556409
03/06/2011,33,Segrià,252265,Torrebesses,0.0,0.08,0.0,0.08,"Torrebesses, Segrià, Catalunya",41.4268136,0.5929872
03/06/2011,41,Vallès Oriental,80863,"Franqueses del Vallès, les",0.02,0.0,0.0,0.02,"Franqueses del Vallès, les, Vallès Oriental, Catalunya",41.6298517,2.2949726
03/06/2011,9,Baix Ebre,431021,Paüls,0.0,0.0,0.0,0.0,"Paüls, Baix Ebre, Catalunya",40.9221798,0.399879
04/06/2011,2,Alt Empordà,172348,Biure,0.0,0.0,0.0,0.0,"Biure, Alt Empordà, Catalunya",42.3380996,2.8949823
05/06/2011,6,Anoia,82508,Santa Margarida de Montbui,0.0,0.04,0.0,0.04,"Santa Margarida de Montbui, Anoia, Catalunya",41.5745942,1.6084538
06/06/2011,18,Garrigues,250735,Cervià de les Garrigues,0.0,0.1,1.4,0.1,"Cervià de les Garrigues, Garrigues, Catalunya",41.425096,0.8603483
11/06/2011,23,Noguera,251569,Os de Balaguer,0.0,0.18,0.0,0.18,"Os de Balaguer, Noguera, Catalunya",41.8713099,0.7193399
13/06/2011,21,Maresme,80403,Canet de Mar,0.0,0.0,0.0,0.0,"Canet de Mar, Maresme, Catalunya",41.5900933,2.5777998
14/06/2011,9,Baix Ebre,431554,Tortosa,0.0,0.91,0.0,0.91,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
14/06/2011,6,Anoia,82975,Veciana,0.0,0.0,0.0,0.0,"Veciana, Anoia, Catalunya",41.6559029,1.4885194
15/06/2011,18,Garrigues,252069,"Soleràs, el",0.0,0.43,0.0,0.43,"Soleràs, el, Garrigues, Catalunya",41.4139917,0.6811367
16/06/2011,6,Anoia,81038,Jorba,0.0,0.0,0.0,0.0,"Jorba, Anoia, Catalunya",41.6014534,1.547408
16/06/2011,11,Baix Llobregat,80765,Esparreguera,0.0,0.01,0.0,0.01,"Esparreguera, Baix Llobregat, Catalunya",41.5393249,1.8694549
17/06/2011,11,Baix Llobregat,80689,Cervelló,0.0,0.0,0.0,0.0,"Cervelló, Baix Llobregat, Catalunya",41.3964186,1.9585925
17/06/2011,11,Baix Llobregat,80898,Gavà,0.0,0.16,0.0,0.16,"Gavà, Baix Llobregat, Catalunya",41.3050933,2.0063126
18/06/2011,33,Segrià,250387,Aitona,0.0,0.06,0.0,0.06,"Aitona, Segrià, Catalunya",41.4939531,0.4591083
19/06/2011,7,Bages,81918,Sallent,0.0,0.08,0.0,0.08,"Sallent, Bages, Catalunya",41.8259065,1.8948758
20/06/2011,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.06,0.0,0.06,"Sant Vicenç dels Horts, Baix Llobregat, Catalunya",41.3934193,2.0099482
20/06/2011,21,Maresme,80351,Calella,0.0,0.0,0.0,0.0,"Calella, Maresme, Catalunya",41.6132925,2.6576102
20/06/2011,33,Segrià,252326,Torres de Segre,0.0,0.09,0.0,0.09,"Torres de Segre, Segrià, Catalunya",41.5352381,0.5135629
21/06/2011,12,Baix Penedès,431634,"Vendrell, el",0.0,0.07,0.0,0.07,"Vendrell, el, Baix Penedès, Catalunya",41.2208966,1.5381333
21/06/2011,33,Segrià,251749,"Portella, la",0.16,0.12,0.0,0.28,"Portella, la, Segrià, Catalunya",41.6075042,0.644368
23/06/2011,41,Vallès Oriental,81810,"Roca del Vallès, la",0.0,0.1,0.0,0.1,"Roca del Vallès, la, Vallès Oriental, Catalunya",41.5874771,2.3253831
23/06/2011,10,Baix Empordà,170340,Calonge i Sant Antoni,0.0,0.3,0.0,0.3,"Calonge i Sant Antoni, Baix Empordà, Catalunya",41.8621762,3.0660825
23/06/2011,10,Baix Empordà,171241,Pals,0.0,0.06,0.0,0.06,"Pals, Baix Empordà, Catalunya",41.9709891,3.1460371
23/06/2011,21,Maresme,80351,Calella,0.0,0.15,0.0,0.15,"Calella, Maresme, Catalunya",41.6132925,2.6576102
24/06/2011,17,Garraf,82310,Sant Pere de Ribes,0.0,0.0,0.0,0.0,"Sant Pere de Ribes, Garraf, Catalunya",41.2619218,1.7721357
24/06/2011,41,Vallès Oriental,80961,Granollers,0.0,0.01,0.0,0.01,"Granollers, Vallès Oriental, Catalunya",41.6079555,2.2876008
24/06/2011,20,Gironès,170792,Girona,0.0,0.05,0.0,0.05,"Girona, Gironès, Catalunya",41.9793006,2.8199439
24/06/2011,10,Baix Empordà,171997,Torroella de Montgrí,1.3,0.7,0.0,2.0,"Torroella de Montgrí, Baix Empordà, Catalunya",42.040982,3.1262041
24/06/2011,6,Anoia,81192,Masquefa,0.0,0.03,0.0,0.03,"Masquefa, Anoia, Catalunya",41.5026351,1.8110722
24/06/2011,40,Vallès Occidental,81878,Sabadell,0.0,0.06,0.48,0.06,"Sabadell, Vallès Occidental, Catalunya",41.5421013,2.1138977
24/06/2011,12,Baix Penedès,430379,Calafell,0.0,0.02,0.0,0.02,"Calafell, Baix Penedès, Catalunya",41.2014639,1.5665246
24/06/2011,33,Segrià,250122,Alcoletge,0.0,0.08,0.0,0.08,"Alcoletge, Segrià, Catalunya",41.6472222,0.6944444
25/06/2011,34,Selva,172137,Vidreres,0.0,0.01,0.0,0.01,"Vidreres, Selva, Catalunya",41.7888681,2.7792768
25/06/2011,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,0.11,0.0,0.11,"Sant Climent Sescebes, Alt Empordà, Catalunya",42.3693761,2.9802226
25/06/2011,10,Baix Empordà,172327,Vilopriu,0.01,0.0,0.0,0.01,"Vilopriu, Baix Empordà, Catalunya",42.1043198,2.9918548
25/06/2011,7,Bages,80538,Castellbell i el Vilar,0.0,0.27,0.0,0.27,"Castellbell i el Vilar, Bages, Catalunya",41.6402768,1.8472035
26/06/2011,41,Vallès Oriental,81069,Llinars del Vallès,0.0,0.11,0.0,0.11,"Llinars del Vallès, Vallès Oriental, Catalunya",41.6383547,2.4033771
26/06/2011,33,Segrià,251207,Lleida,0.04,0.5,0.0,0.54,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
27/06/2011,40,Vallès Occidental,81878,Sabadell,0.0,0.0,0.0,0.0,"Sabadell, Vallès Occidental, Catalunya",41.5421013,2.1138977
28/06/2011,20,Gironès,170890,Llagostera,0.26,0.0,0.81,0.26,"Llagostera, Gironès, Catalunya",41.8289064,2.8920386
28/06/2011,41,Vallès Oriental,82592,Santa Maria de Palautordera,0.0,0.0,0.0,0.0,"Santa Maria de Palautordera, Vallès Oriental, Catalunya",41.693781,2.4442321
28/06/2011,15,Cerdanya,170617,Das,0.0,0.2,0.0,0.2,"Das, Cerdanya, Catalunya",42.3636176,1.8713459
28/06/2011,8,Baix Camp,430923,Mont-roig del Camp,0.0,0.02,0.0,0.02,"Mont-roig del Camp, Baix Camp, Catalunya",41.0846728,0.9597946
28/06/2011,10,Baix Empordà,179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",2.2,0.0,1.8,2.2,"Cruïlles, Monells i Sant Sadurní de l'Heura, Baix Empordà, Catalunya",41.9558251,3.0114014
28/06/2011,20,Gironès,170448,Cassà de la Selva,0.01,0.0,0.0,0.01,"Cassà de la Selva, Gironès, Catalunya",41.8874685,2.8742461
28/06/2011,10,Baix Empordà,172327,Vilopriu,0.0,0.01,0.03,0.01,"Vilopriu, Baix Empordà, Catalunya",42.1043198,2.9918548
28/06/2011,21,Maresme,81939,Sant Iscle de Vallalta,0.01,0.0,0.0,0.01,"Sant Iscle de Vallalta, Maresme, Catalunya",41.62433,2.56914
28/06/2011,21,Maresme,80095,Argentona,0.0,0.0,0.0,0.0,"Argentona, Maresme, Catalunya",41.5554326,2.4002787
28/06/2011,8,Baix Camp,431628,Vandellòs i l'Hospitalet de l'Infant,0.0,0.0,0.0,0.0,"Vandellòs i l'Hospitalet de l'Infant, Baix Camp, Catalunya",40.9985238,0.8493534
28/06/2011,7,Bages,80538,Castellbell i el Vilar,0.0,0.0,0.0,0.0,"Castellbell i el Vilar, Bages, Catalunya",41.6402768,1.8472035
29/06/2011,12,Baix Penedès,431634,"Vendrell, el",4.01,4.18,0.0,8.19,"Vendrell, el, Baix Penedès, Catalunya",41.2208966,1.5381333
29/06/2011,20,Gironès,170448,Cassà de la Selva,0.01,0.0,0.0,0.01,"Cassà de la Selva, Gironès, Catalunya",41.8874685,2.8742461
29/06/2011,11,Baix Llobregat,80898,Gavà,0.0,0.0,0.0,0.0,"Gavà, Baix Llobregat, Catalunya",41.3050933,2.0063126
29/06/2011,33,Segrià,252000,Sarroca de Lleida,0.0,0.18,0.0,0.18,"Sarroca de Lleida, Segrià, Catalunya",41.4594249,0.5610144
29/06/2011,22,Montsià,430141,Amposta,0.0,0.01,0.0,0.01,"Amposta, Montsià, Catalunya",40.7079905,0.5812561
29/06/2011,12,Baix Penedès,431634,"Vendrell, el",1.2,8.6,0.9,9.8,"Vendrell, el, Baix Penedès, Catalunya",41.2208966,1.5381333
30/06/2011,6,Anoia,82508,Santa Margarida de Montbui,0.0,0.02,0.0,0.02,"Santa Margarida de Montbui, Anoia, Catalunya",41.5745942,1.6084538
30/06/2011,20,Gironès,170792,Girona,1.1,0.06,0.33,1.16,"Girona, Gironès, Catalunya",41.9793006,2.8199439
30/06/2011,20,Gironès,170448,Cassà de la Selva,0.03,0.0,0.0,0.03,"Cassà de la Selva, Gironès, Catalunya",41.8874685,2.8742461
30/06/2011,2,Alt Empordà,170773,Garriguella,0.0,0.02,0.0,0.02,"Garriguella, Alt Empordà, Catalunya",42.3446368,3.0642397
30/06/2011,38,Urgell,252173,Tàrrega,0.0,0.35,0.04,0.35,"Tàrrega, Urgell, Catalunya",41.6472761,1.1409115
30/06/2011,29,Priorat,431573,Ulldemolins,0.0,0.0,0.0,0.0,"Ulldemolins, Priorat, Catalunya",41.3222886,0.8746276
30/06/2011,7,Bages,80538,Castellbell i el Vilar,0.0,0.0,0.0,0.0,"Castellbell i el Vilar, Bages, Catalunya",41.6402768,1.8472035
01/07/2011,41,Vallès Oriental,81069,Llinars del Vallès,0.05,0.0,0.0,0.05,"Llinars del Vallès, Vallès Oriental, Catalunya",41.6383547,2.4033771
01/07/2011,38,Urgell,251095,Guimerà,0.0,0.9,0.0,0.9,"Guimerà, Urgell, Catalunya",41.5646664,1.1834968
01/07/2011,30,Ribera d'Ebre,430607,Flix,0.0,0.4,0.0,0.4,"Flix, Ribera d'Ebre, Catalunya",41.2340447,0.5545786
01/07/2011,33,Segrià,250215,Almenar,0.0,0.3,0.44,0.3,"Almenar, Segrià, Catalunya",41.7961026,0.5688317
02/07/2011,10,Baix Empordà,171959,"Tallada d'Empordà, la",0.0,0.7,0.0,0.7,"Tallada d'Empordà, la, Baix Empordà, Catalunya",42.0773437,3.0631077
02/07/2011,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.09,0.0,0.0,0.09,"Ametlla de Mar, l', Baix Ebre, Catalunya",40.905709,0.8097498
02/07/2011,9,Baix Ebre,431042,"Perelló, el",0.01,0.0,0.0,0.01,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
02/07/2011,32,Segarra,251919,Sanaüja,1.12,0.0,6.09,1.12,"Sanaüja, Segarra, Catalunya",41.8759341,1.3117652
03/07/2011,25,Pallars Jussà,250984,Gavet de la Conca,0.05,0.0,0.0,0.05,"Gavet de la Conca, Pallars Jussà, Catalunya",42.123377,0.9202116
03/07/2011,37,Terra Alta,430712,Horta de Sant Joan,0.0,0.0,0.0,0.0,"Horta de Sant Joan, Terra Alta, Catalunya",40.9554904,0.3138945
04/07/2011,16,Conca de Barberà,430290,Blancafort,0.07,0.0,0.0,0.07,"Blancafort, Conca de Barberà, Catalunya",41.4388964,1.1578726
04/07/2011,37,Terra Alta,430568,"Fatarella, la",0.08,0.0,0.0,0.08,"Fatarella, la, Terra Alta, Catalunya",41.1533074,0.4809424
04/07/2011,35,Solsonès,251462,Navès,0.0,0.0,0.0,0.0,"Navès, Solsonès, Catalunya",41.9911068,1.639612
05/07/2011,30,Ribera d'Ebre,430939,Móra d'Ebre,0.29,0.0,0.0,0.29,"Móra d'Ebre, Ribera d'Ebre, Catalunya",41.0893373,0.6412887
06/07/2011,29,Priorat,431573,Ulldemolins,0.0,0.12,0.0,0.12,"Ulldemolins, Priorat, Catalunya",41.3222886,0.8746276
07/07/2011,10,Baix Empordà,171910,Serra de Daró,0.0,0.15,0.0,0.15,"Serra de Daró, Baix Empordà, Catalunya",42.028087,3.0728658
07/07/2011,34,Selva,170335,Caldes de Malavella,0.03,0.0,0.0,0.03,"Caldes de Malavella, Selva, Catalunya",41.8398724,2.8099858
07/07/2011,22,Montsià,430445,"Sénia, la",0.0,0.18,0.0,0.18,"Sénia, la, Montsià, Catalunya",40.6942298,0.4517774
08/07/2011,9,Baix Ebre,431042,"Perelló, el",0.14,0.0,0.0,0.14,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
08/07/2011,20,Gironès,170792,Girona,1.77,3.91,0.02,5.68,"Girona, Gironès, Catalunya",41.9793006,2.8199439
08/07/2011,41,Vallès Oriental,82107,Sant Feliu de Codines,0.0,0.4,0.0,0.4,"Sant Feliu de Codines, Vallès Oriental, Catalunya",41.6885036,2.1646769
08/07/2011,6,Anoia,82975,Veciana,0.5,0.8,4.2,1.3,"Veciana, Anoia, Catalunya",41.6559029,1.4885194
08/07/2011,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.0,0.23,0.26,0.23,"Sant Cugat del Vallès, Vallès Occidental, Catalunya",41.4728432,2.0817809
08/07/2011,10,Baix Empordà,171175,Palafrugell,0.83,0.0,0.09,0.83,"Palafrugell, Baix Empordà, Catalunya",41.9183618,3.1619905
10/07/2011,8,Baix Camp,430810,Maspujols,0.0,0.03,0.0,0.03,"Maspujols, Baix Camp, Catalunya",41.1817965,1.0457853
10/07/2011,21,Maresme,80403,Canet de Mar,0.0,0.0,0.0,0.0,"Canet de Mar, Maresme, Catalunya",41.5900933,2.5777998
11/07/2011,22,Montsià,430629,Freginals,0.0,1.42,0.0,1.42,"Freginals, Montsià, Catalunya",40.6715945,0.5187536
11/07/2011,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.4,0.49,0.0,0.89,"Espluga de Francolí, l', Conca de Barberà, Catalunya",41.4004742,1.1032654
11/07/2011,24,Osona,82251,Sant Martí d'Albars,0.06,0.0,0.0,0.06,"Sant Martí d'Albars, Osona, Catalunya",,
12/07/2011,6,Anoia,80253,"Bruc, el",1.14,0.0,0.0,1.14,"Bruc, el, Anoia, Catalunya",41.5835079,1.7779749
12/07/2011,6,Anoia,80253,"Bruc, el",0.03,0.0,0.0,0.03,"Bruc, el, Anoia, Catalunya",41.5835079,1.7779749
12/07/2011,37,Terra Alta,431068,"Pinell de Brai, el",0.0,0.0,0.0,0.0,"Pinell de Brai, el, Terra Alta, Catalunya",40.9981776,0.4720555
12/07/2011,6,Anoia,80253,"Bruc, el",0.0,0.0,0.0,0.0,"Bruc, el, Anoia, Catalunya",41.5835079,1.7779749
12/07/2011,26,Pallars Sobirà,252081,Soriguera,0.0,0.0,0.0,0.0,"Soriguera, Pallars Sobirà, Catalunya",42.3848227,1.1834819
12/07/2011,24,Osona,81496,Olost,0.0,0.0,0.0,0.0,"Olost, Osona, Catalunya",41.9286247,2.2437968
12/07/2011,7,Bages,80121,Avinyó,0.03,0.0,0.0,0.03,"Avinyó, Bages, Catalunya",41.8630096,1.9707409
12/07/2011,23,Noguera,250404,Balaguer,1.3,23.4,12.2,24.7,"Balaguer, Noguera, Catalunya",41.7897204,0.8054914
13/07/2011,2,Alt Empordà,172272,Vilamaniscle,0.0,0.2,0.0,0.2,"Vilamaniscle, Alt Empordà, Catalunya",42.3743918,3.067464
13/07/2011,8,Baix Camp,431299,Riudoms,0.0,0.4,0.0,0.4,"Riudoms, Baix Camp, Catalunya",41.1390915,1.0519702
13/07/2011,18,Garrigues,252249,"Torms, els",0.1,0.0,0.0,0.1,"Torms, els, Garrigues, Catalunya",41.3906114,0.7230653
13/07/2011,29,Priorat,430960,"Morera de Montsant, la",0.01,0.0,0.0,0.01,"Morera de Montsant, la, Priorat, Catalunya",41.2562872,0.8483425
13/07/2011,35,Solsonès,250642,Castellar de la Ribera,0.0,0.12,0.0,0.12,"Castellar de la Ribera, Solsonès, Catalunya",42.022662,1.4161208
13/07/2011,11,Baix Llobregat,81960,Sant Andreu de la Barca,0.0,0.0,0.0,0.0,"Sant Andreu de la Barca, Baix Llobregat, Catalunya",41.4499648,1.9719416
14/07/2011,37,Terra Alta,430228,Batea,0.15,0.0,0.0,0.15,"Batea, Terra Alta, Catalunya",41.094279,0.3125499
14/07/2011,8,Baix Camp,431299,Riudoms,0.0,0.1,0.0,0.1,"Riudoms, Baix Camp, Catalunya",41.1390915,1.0519702
15/07/2011,7,Bages,82129,Sant Feliu Sasserra,0.04,0.0,0.0,0.04,"Sant Feliu Sasserra, Bages, Catalunya",41.9447451,2.0213124
15/07/2011,9,Baix Ebre,431554,Tortosa,0.0,0.12,0.0,0.12,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
